date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:22	7519/7519	---M--	200	added ('OK')	image/png	etag:%221d5f-6031d8b6b2316%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/apple-icon-180x180.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/apple-icon-180x180.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:22	8724/8724	---M--	200	added ('OK')	image/png	etag:%222214-6031d8b690036%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/android-icon-192x192.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/android-icon-192x192.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:22	737/737	---M--	200	added ('OK')	image/png	etag:%222e1-6031d8b6fe5d4%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/favicon-32x32.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/favicon-32x32.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:23	2440/2440	---M--	200	added ('OK')	image/png	etag:%22988-6031d8b7062d4%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/favicon-96x96.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/favicon-96x96.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:23	397/397	---M--	200	added ('OK')	image/png	etag:%2218d-6031d8b6e9db4%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/favicon-16x16.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/favicon-16x16.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:23	720/720	---M--	200	added ('OK')	application/json	etag:%222d0-6031d8b718bb3%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/manifest.json	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/manifest.json	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:23	4832/4832	---M--	200	added ('OK')	image/png	etag:%2212e0-6031d8b723793%22	https://html.vecurosoft.com/kundax/demo/assets/img/favicons/ms-icon-144x144.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/favicons/ms-icon-144x144.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:24	194251/194251	---M-Z	200	added ('OK')	text/css	etag:%222f6cb-6031d8a94c867-gzip%22	https://html.vecurosoft.com/kundax/demo/assets/css/bootstrap.min.css	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/css/bootstrap.min.css	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:24	457436/457436	---MCZ	200	added ('OK')	text/css	etag:%226fadc-6031d8a95e1a7-gzip%22	https://html.vecurosoft.com/kundax/demo/assets/css/fontawesome.min.css	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/css/fontawesome.min.css	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:24	5272/5272	---M-Z	200	added ('OK')	text/css	etag:%221498-6031d8a968d87-gzip%22	https://html.vecurosoft.com/kundax/demo/assets/css/magnific-popup.min.css	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/css/magnific-popup.min.css	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:25	1240/1240	---M-Z	200	added ('OK')	text/css	etag:%224d8-6031d8a983366-gzip%22	https://html.vecurosoft.com/kundax/demo/assets/css/slick.min.css	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/css/slick.min.css	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:25	227550/227550	---M-Z	200	added ('OK')	text/css	etag:%22378de-6031d8a999ac5-gzip%22	https://html.vecurosoft.com/kundax/demo/assets/css/style.css	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/css/style.css	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:25	2846/2846	---M--	200	added ('OK')	image/png	etag:%22b1e-6031d8a9d82c4%22	https://html.vecurosoft.com/kundax/demo/assets/img/footer-logo.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/footer-logo.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:25	39627/39627	---M-Z	200	added ('OK')	text/html	etag:%229acb-6031d8a82e64e-gzip%22	https://html.vecurosoft.com/kundax/demo/blog-details.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/blog-details.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:25	2723/2723	---M--	200	added ('OK')	image/jpeg	etag:%22aa3-6031d8b475ee3%22	https://html.vecurosoft.com/kundax/demo/assets/img/blog/blog-thumb-1.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/blog/blog-thumb-1.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:26	37942/37942	---M-Z	200	added ('OK')	text/html	etag:%229436-6031d8a8259ae-gzip%22	https://html.vecurosoft.com/kundax/demo/blog.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/blog.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:26	2391/2391	---M--	200	added ('OK')	image/jpeg	etag:%22957-6031d8b482a03%22	https://html.vecurosoft.com/kundax/demo/assets/img/blog/blog-thumb-2.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/blog/blog-thumb-2.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:26	2846/2846	---M--	200	added ('OK')	image/png	etag:%22b1e-6031d8a9d7324%22	https://html.vecurosoft.com/kundax/demo/assets/img/logo.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/logo.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:26	66151/66151	---M-Z	200	added ('OK')	text/html	etag:%2210267-6031d8a88e18c-gzip%22	https://html.vecurosoft.com/kundax/demo/index-2.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/index-2.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:26	63109/63109	---M-Z	200	added ('OK')	text/html	etag:%22f685-6031d8a896e2c-gzip%22	https://html.vecurosoft.com/kundax/demo/index-3.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/index-3.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:27	41577/41577	---M-Z	200	added ('OK')	text/html	etag:%22a269-6031d8a8130cf-gzip%22	https://html.vecurosoft.com/kundax/demo/about.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/about.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:27	31256/31256	---M-Z	200	added ('OK')	text/html	etag:%227a18-6031d8a8b42eb-gzip%22	https://html.vecurosoft.com/kundax/demo/service.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/service.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:27	30587/30587	---M-Z	200	added ('OK')	text/html	etag:%22777b-6031d8a8a970b-gzip%22	https://html.vecurosoft.com/kundax/demo/service-details.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/service-details.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:27	37620/37620	---M-Z	200	added ('OK')	text/html	etag:%2292f4-6031d8a8cd92a-gzip%22	https://html.vecurosoft.com/kundax/demo/shop.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/shop.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:27	50096/50096	---M-Z	200	added ('OK')	text/html	etag:%22c3b0-6031d8a8bbfeb-gzip%22	https://html.vecurosoft.com/kundax/demo/shop-details.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/shop-details.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:28	30005/30005	---M-Z	200	added ('OK')	text/html	etag:%227535-6031d8a87996c-gzip%22	https://html.vecurosoft.com/kundax/demo/event.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/event.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:28	29976/29976	---M-Z	200	added ('OK')	text/html	etag:%227518-6031d8a86dded-gzip%22	https://html.vecurosoft.com/kundax/demo/event-details.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/event-details.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:28	32632/32632	---M-Z	200	added ('OK')	text/html	etag:%227f78-6031d8a8806cc-gzip%22	https://html.vecurosoft.com/kundax/demo/gallery.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/gallery.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:28	33802/33802	---M-Z	200	added ('OK')	text/html	etag:%22840a-6031d8a8d850a-gzip%22	https://html.vecurosoft.com/kundax/demo/team-details.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/team-details.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:28	28459/28459	---M-Z	200	added ('OK')	text/html	etag:%226f2b-6031d8a85c4ad-gzip%22	https://html.vecurosoft.com/kundax/demo/contact.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/contact.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:29	41008/41008	---M-Z	200	added ('OK')	text/html	etag:%22a030-6031d8a85574d-gzip%22	https://html.vecurosoft.com/kundax/demo/classes.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/classes.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:29	34742/34742	---M-Z	200	added ('OK')	text/html	etag:%2287b6-6031d8a849bcd-gzip%22	https://html.vecurosoft.com/kundax/demo/class-details.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/class-details.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:29	34715/34715	---M-Z	200	added ('OK')	text/html	etag:%22879b-6031d8a8372ee-gzip%22	https://html.vecurosoft.com/kundax/demo/cart.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/cart.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:29	37296/37296	---M-Z	200	added ('OK')	text/html	etag:%2291b0-6031d8a841ece-gzip%22	https://html.vecurosoft.com/kundax/demo/checkout.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/checkout.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:30	33441/33441	---M-Z	200	added ('OK')	text/html	etag:%2282a1-6031d8a8df26a-gzip%22	https://html.vecurosoft.com/kundax/demo/wishlist.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/wishlist.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:30	7276/7276	---M-Z	200	added ('OK')	text/html	etag:%221c6c-6031d8a86708d-gzip%22	https://html.vecurosoft.com/kundax/demo/error.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/error.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:30	39889/39889	---M-Z	200	added ('OK')	text/html	etag:%229bd1-6031d8a8c6bca-gzip%22	https://html.vecurosoft.com/kundax/demo/shop-with-sidebar.html	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/shop-with-sidebar.html	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:30	730/730	---M--	200	added ('OK')	image/png	etag:%222da-6031d8bf88e00%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/header-after.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/header-after.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:30	3763/3763	---M--	200	added ('OK')	image/png	etag:%22eb3-6031d8bf91aa0%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/hero-after.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/hero-after.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:31	145813/145813	---M--	200	added ('OK')	image/jpeg	etag:%2223995-6031d8b31758c%22	https://html.vecurosoft.com/kundax/demo/assets/img/bg/hero-1.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/bg/hero-1.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:31	7648/7648	---M--	200	added ('OK')	image/png	etag:%221de0-6031d8bf7b340%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/hcontent-bg.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/hcontent-bg.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:31	3271/3271	---M--	200	added ('OK')	image/png	etag:%22cc7-6031d8bfa62bf%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/hero-con-before.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/hero-con-before.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:31	2344/2344	---M--	200	added ('OK')	image/png	etag:%22928-6031d8bf9e5bf%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/hero-con-after.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/hero-con-after.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:32	4012/4012	---M--	200	added ('OK')	image/png	etag:%22fac-6031d8b82b24d%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/car.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/car.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:32	146658/146658	---M--	200	added ('OK')	image/jpeg	etag:%2223ce2-6031d8b327f2b%22	https://html.vecurosoft.com/kundax/demo/assets/img/bg/hero-2.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/bg/hero-2.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:32	92305/92305	---M--	200	added ('OK')	image/jpeg	etag:%2216891-6031d8b32cd4b%22	https://html.vecurosoft.com/kundax/demo/assets/img/bg/hero-3.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/bg/hero-3.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:32	1394/1394	---M--	200	added ('OK')	image/png	etag:%22572-6031d8ba3c700%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/service-1.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/service-1.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:33	2934/2934	---M--	200	added ('OK')	image/png	etag:%22b76-6031d8ba4b160%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/service-2.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/service-2.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:33	1639/1639	---M--	200	added ('OK')	image/png	etag:%22667-6031d8ba4efe0%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/service-3.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/service-3.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:33	2465/2465	---M--	200	added ('OK')	image/png	etag:%229a1-6031d8ba5ca9f%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/service-4.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/service-4.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:33	3373/3373	---M--	200	added ('OK')	image/png	etag:%22d2d-6031d8c0203dc%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/service-line.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/service-line.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:34	3143/3143	---M--	200	added ('OK')	image/png	etag:%22c47-6031d8b9213c7%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/lolypop.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/lolypop.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:34	554/554	---M--	200	added ('OK')	image/png	etag:%2222a-6031d8bb3a57a%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/star-sm.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/star-sm.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:34	2085/2085	---M--	200	added ('OK')	image/png	etag:%22825-6031d8bb441ba%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/star.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/star.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:34	1805/1805	---M--	200	added ('OK')	image/png	etag:%2270d-6031d8bfc953e%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/line-1.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/line-1.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:35	2623/2623	---M--	200	added ('OK')	image/png	etag:%22a3f-6031d8bfd029e%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/line-2.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/line-2.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:35	91623/91623	---M--	200	added ('OK')	image/png	etag:%22165e7-6031d8c02bf5c%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/shape-slide-1.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/shape-slide-1.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:35	61790/61790	---M--	200	added ('OK')	image/png	etag:%22f15e-6031d8c04077b%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/shape-slide-3.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/shape-slide-3.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:35	116843/116843	---M--	200	added ('OK')	image/png	etag:%221c86b-6031d8c036b3c%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/shape-slide-2.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/shape-slide-2.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:35	5372/5372	---M--	200	added ('OK')	image/png	etag:%2214fc-6031d8b7f85ce%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/cap-plane.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/cap-plane.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:36	3297/3297	---M--	200	added ('OK')	image/png	etag:%22ce1-6031d8b7c3a0f%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/busket-ball.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/busket-ball.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:36	1076/1076	---M--	200	added ('OK')	image/png	etag:%22434-6031d8bff44bd%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/main-shape-after.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/main-shape-after.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:36	29978/29978	---M--	200	added ('OK')	image/jpeg	etag:%22751a-6031d8b51809f%22	https://html.vecurosoft.com/kundax/demo/assets/img/class/class-1.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/class/class-1.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:36	24623/24623	---M--	200	added ('OK')	image/jpeg	etag:%22602f-6031d8b51809f%22	https://html.vecurosoft.com/kundax/demo/assets/img/class/class-2.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/class/class-2.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:37	28600/28600	---M--	200	added ('OK')	image/jpeg	etag:%226fb8-6031d8b52b91f%22	https://html.vecurosoft.com/kundax/demo/assets/img/class/class-3.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/class/class-3.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:37	26436/26436	---M--	200	added ('OK')	image/jpeg	etag:%226744-6031d8b52f79f%22	https://html.vecurosoft.com/kundax/demo/assets/img/class/class-4.jpg	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/class/class-4.jpg	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:37	5223/5223	---M--	200	added ('OK')	image/png	etag:%221467-6031d8b88fbaa%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/dog.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/dog.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:37	1979/1979	---M--	200	added ('OK')	image/png	etag:%227bb-6031d8b87d2cb%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/curve-line.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/curve-line.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:38	1278/1278	---M--	200	added ('OK')	image/png	etag:%224fe-6031d8baffbfb%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/star-3.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/star-3.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:38	3414/3414	---M--	200	added ('OK')	image/png	etag:%22d56-6031d8bb85898%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/triangle.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/triangle.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:38	545/545	---M--	200	added ('OK')	image/png	etag:%22221-6031d8b79d8b0%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/arrow-curve.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/arrow-curve.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:38	1976/1976	---M--	200	added ('OK')	image/png	etag:%227b8-6031d8b97c0e5%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/process-1.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/process-1.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:38	1954/1954	---M--	200	added ('OK')	image/png	etag:%227a2-6031d8b986cc4%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/process-2.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/process-2.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:39	2093/2093	---M--	200	added ('OK')	image/png	etag:%2282d-6031d8b98bae4%22	https://html.vecurosoft.com/kundax/demo/assets/img/icon/process-3.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/icon/process-3.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:39	3319/3319	---M--	200	added ('OK')	image/png	etag:%22cf7-6031d8bf11bc3%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/before-shape-2.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/before-shape-2.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:39	3241/3241	---M--	200	added ('OK')	image/png	etag:%22ca9-6031d8beeba64%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/after-shape-2.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/after-shape-2.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
15:54:39	3043/3043	---M--	200	added ('OK')	image/png	etag:%22be3-6031d8bf33ea2%22	https://html.vecurosoft.com/kundax/demo/assets/img/shape/cloud-1.png	C:/aaaaaaa/ra2/html.vecurosoft.com/kundax/demo/assets/img/shape/cloud-1.png	(from https://html.vecurosoft.com/kundax/demo/index.html)
